index,score,leq_mean,leq_var,leq_std,leq_max,leq_10,leq_25,leq_median,leq_75,leq_90,leq_10-leq_90,loudness_mean,loudness_var,loudness_std,loudness_max,loudness_10,loudness_25,loudness_median,loudness_75,loudness_90,loudness_10-loudness_90,roughness_mean,roughness_var,roughness_std,roughness_max,roughness_10,roughness_25,roughness_median,roughness_75,roughness_90,roughness_10-roughness_90,sharpness_mean,sharpness_var,sharpness_std,sharpness_max,sharpness_10,sharpness_25,sharpness_median,sharpness_75,sharpness_90,sharpness_10-sharpness_90,fluct_mean,fluct_var,fluct_std,fluct_max,fluct_10,fluct_25,fluct_median,fluct_75,fluct_90,fluct_10-fluct_90,tonality_mean,tonality_var,tonality_std,tonality_max,tonality_10,tonality_25,tonality_median,tonality_75,tonality_90,tonality_10-tonality_90
45,3.84016,61.62466,32.89606,5.73775,73.60016,53.44788,57.16121,61.8334,65.98893,69.29192,15.84403,12.17441,36.58819,6.08797,29.93,6.418,7.391,9.789,16.21,21.97,15.552,1.67226,0.11946,0.34565,2.33956,1.26734,1.39735,1.68037,1.91849,2.13875,0.8714,2.91978,0.24773,0.50094,4.18981,2.33874,2.48522,2.77969,3.33894,3.60848,1.26974,0.23534,0.01114,0.10564,0.35869,0.03139,0.17405,0.27858,0.3011,0.33243,0.30104,0.06689,0.00155,0.03958,0.19516,0.02345,0.0424,0.05713,0.08738,0.12024,0.09679
46,4.5123,58.98368,24.30536,4.93103,79.00535,54.60988,55.82238,57.39667,60.43265,65.81673,11.20686,12.41737,32.6205,5.72995,47.88,9.0155,9.675,10.645,12.5655,16.362,7.3465,1.9157,0.54671,0.73944,5.40224,1.51932,1.56087,1.6626,1.92788,2.75447,1.23515,2.81311,0.23469,0.48602,5.23906,2.41083,2.53672,2.69364,2.87727,3.37299,0.96217,0.0317,0.00048,0.02188,0.07535,0.01064,0.01421,0.02474,0.04717,0.06846,0.05781,0.04066,0.00192,0.044,0.22502,0,0,0.0359,0.06727,0.09447,0.09447
47,5.22541,62.29902,3.91234,1.97836,71.12986,60.30024,60.85101,61.95723,63.21973,64.68398,4.38374,13.5367,3.10787,1.76863,20.54,11.6255,12.1835,13.222,14.351,15.797,4.1715,3.14515,0.23697,0.48682,4.65916,2.62226,2.835,3.14528,3.39554,3.71034,1.08808,2.47198,0.00865,0.0933,2.75264,2.36886,2.40632,2.46392,2.52184,2.59631,0.22746,0.02812,0.00034,0.01832,0.06957,0.00909,0.01448,0.02311,0.03766,0.05812,0.04903,0.02744,0.00089,0.02992,0.17706,0,0,0.02385,0.0402,0.06191,0.06191
48,5.33607,63.0381,1.25582,1.12086,68.10889,62.00278,62.25167,62.54996,63.73581,64.68889,2.68611,16.20555,2.63824,1.62953,22.88,14.664,14.996,15.839,16.83,18.47,3.806,2.25796,0.13536,0.36793,3.69918,2.01773,2.05775,2.15513,2.33704,2.6199,0.60218,3.08281,0.04172,0.20492,3.91695,2.87067,2.93371,3.05294,3.17057,3.32016,0.4495,0.04099,0.00045,0.02132,0.09839,0.02331,0.02797,0.03683,0.04773,0.07518,0.05187,0.02687,0.00068,0.02607,0.10785,0,0,0.02119,0.04618,0.06342,0.06342
49,4.58607,64.64769,2.10564,1.45137,71.17867,63.64096,63.99671,64.2598,64.61345,65.57629,1.93533,16.92503,2.61812,1.62867,23.92,15.951,16.27,16.51,16.78,17.3,1.349,2.14801,0.03083,0.17559,2.39407,2.04164,2.12001,2.16567,2.22278,2.27097,0.22933,2.46811,0.01779,0.13426,3.20292,2.3691,2.4092,2.44912,2.48088,2.52583,0.15673,0.02366,0.00107,0.0328,0.12011,0.00316,0.00346,0.00813,0.0202,0.08969,0.08653,0.01972,0.00165,0.04091,0.25564,0,0,0,0.02615,0.05851,0.05851
50,4.59836,62.87095,13.14659,3.62655,73.31228,59.16984,60.2914,61.77066,64.64186,68.55654,9.38671,13.42261,12.69825,3.61129,23.46,10.016,10.9785,12.099,14.7735,19.495,9.479,2.38887,0.55714,0.74646,5.45138,1.80284,1.89883,2.10307,2.77467,3.2947,1.49186,1.71348,0.02873,0.17176,2.07141,1.53301,1.58153,1.70137,1.83665,1.97571,0.4427,0.03611,0.00059,0.02431,0.0975,0.01211,0.01673,0.0342,0.05207,0.07535,0.06324,0.00725,0.00033,0.0184,0.08631,0,0,0,0,0.02839,0.02839
51,3.95902,63.54548,4.60046,2.1453,70.95277,61.51906,62.02997,62.9552,64.42637,66.99969,5.48063,15.06334,6.37716,2.54186,26.63,12.9745,13.58,14.278,15.46,17.6,4.6255,2.1437,0.07978,0.28247,3.17022,1.94766,2.00142,2.06399,2.23104,2.52785,0.5802,2.2804,0.01407,0.1194,2.64311,2.12386,2.2021,2.27924,2.36394,2.42496,0.3011,0.03702,0.00065,0.02543,0.11065,0.01177,0.02109,0.0305,0.04735,0.07353,0.06176,0.02805,0.00086,0.02948,0.10562,0,0,0.02171,0.05286,0.07192,0.07192
52,3.78689,62.73849,6.74108,2.59738,72.5866,60.36008,61.55684,62.04007,63.54283,64.29931,3.93923,13.94899,5.79925,2.42375,22.91,11.9845,12.47,13.5275,14.4905,15.7345,3.75,1.96489,0.03283,0.18121,2.21463,1.8669,1.94143,1.99365,2.03505,2.07403,0.20713,2.2245,0.10666,0.32871,3.36117,1.96864,2.03011,2.15737,2.27924,2.40473,0.43609,0.01408,0.0004,0.02004,0.07151,0.00276,0.0034,0.00418,0.01211,0.05619,0.05343,0.02195,0.00097,0.03133,0.18941,0,0,0,0.03766,0.05739,0.05739
53,3.47131,58.30955,20.01821,4.47547,68.69493,53.26353,54.79412,57.37179,61.65402,65.56089,12.29735,11.57115,10.56839,3.25853,21.17,8.34,9.126,10.4545,12.9945,16.655,8.315,2.1562,0.51894,0.7204,4.16713,1.4741,1.63428,1.93919,2.38721,3.33414,1.86004,2.92882,0.08365,0.2899,3.62885,2.53476,2.70504,2.91877,3.13633,3.34645,0.81169,0.02334,0.00021,0.01455,0.05724,0.0044,0.01223,0.0215,0.03306,0.04581,0.04142,0.17981,0.03033,0.17457,0.67211,0.02401,0.0434,0.11108,0.26531,0.46491,0.4409
54,4.93033,58.69507,5.25165,2.29231,66.72778,56.11047,56.94961,58.37312,59.91355,61.91993,5.80946,9.47258,1.74747,1.32502,15.055,7.8695,8.5895,9.307,10.2395,10.9555,3.086,1.7664,0.10103,0.31786,2.85679,1.47917,1.56474,1.7014,1.93755,2.19954,0.72037,3.16592,0.21981,0.46994,3.9858,2.47696,2.91181,3.26057,3.50229,3.68553,1.20857,0.03109,0.00051,0.02259,0.09837,0.00979,0.01637,0.0246,0.04019,0.06305,0.05326,0.02013,0.00078,0.02806,0.14944,0,0,0,0.03368,0.0591,0.0591
55,6.60656,64.97414,1.12839,1.06254,71.05023,63.84434,64.43299,64.8447,65.36615,65.89886,2.05452,17.24488,1.33393,1.15745,22.22,15.8235,16.52,17.28,17.9,18.785,2.9615,2.287,0.03324,0.18233,2.63932,2.16633,2.22542,2.29721,2.34951,2.43953,0.2732,3.37152,0.01503,0.12286,3.73591,3.21425,3.28633,3.37711,3.45627,3.5238,0.30954,0.03575,0.00038,0.0194,0.08074,0.01788,0.02147,0.03042,0.05076,0.06556,0.04768,0.0433,0.00111,0.03333,0.35881,0.01395,0.0212,0.03666,0.06201,0.07678,0.06283
56,5.15984,64.30822,6.83517,2.61511,67.91007,60.48338,61.79782,65.21015,66.54431,67.07167,6.58829,14.94856,5.34015,2.3209,20.38,11.7125,12.5885,15.499,16.88,17.42,5.7075,2.12205,0.09388,0.30641,3.02758,1.80579,1.88714,2.14229,2.34332,2.44263,0.63684,2.19035,0.014,0.11884,2.84437,2.0642,2.11839,2.17747,2.25678,2.30194,0.23774,0.02005,0.00052,0.02283,0.08429,0.00479,0.00615,0.01125,0.01635,0.06803,0.06324,0.03827,0.00122,0.03506,0.13703,0,0,0.03557,0.06585,0.08398,0.08398
57,4.11475,61.08157,12.01145,3.46711,79.48623,59.12149,59.46052,59.92391,61.3603,63.06183,3.94034,13.846,20.00663,4.50183,46.09,11.99,12.179,12.6455,13.779,16.535,4.545,1.97457,0.08656,0.29422,3.3456,1.78708,1.85561,1.92495,2.03458,2.1899,0.40282,2.57878,0.1309,0.36415,4.74268,2.39047,2.4332,2.48053,2.57581,2.79768,0.40721,0.02876,0.0004,0.01993,0.07766,0.00375,0.00974,0.03108,0.03926,0.0608,0.05705,0.022,0.00078,0.02819,0.09189,0,0,0,0.04182,0.06398,0.06398
58,5.56557,63.05752,11.18515,3.34509,76.37482,59.59938,60.63231,62.43958,64.76396,66.70266,7.10327,15.76226,16.93226,4.14187,36.82,12.453,13.22,14.107,17.69,19.35,6.897,2.71927,0.8481,0.92097,6.48451,1.97463,2.12994,2.43011,3.02258,3.8168,1.84217,2.92146,0.09477,0.30987,4.04986,2.61132,2.66847,2.86843,3.03586,3.30908,0.69776,0.03712,0.0006,0.02446,0.09425,0.01599,0.01712,0.02945,0.05562,0.07288,0.05689,0.00741,0.00027,0.01648,0.096,0,0,0,0,0.02783,0.02783
59,4.72131,61.94337,7.96843,2.82341,71.05284,59.53987,60.02534,61.1636,62.59608,66.98178,7.44191,13.98687,8.87846,2.99921,25,11.232,12.041,13.225,14.755,18.65,7.418,1.9966,0.08033,0.28344,2.66649,1.78663,1.85792,1.94638,2.12815,2.40661,0.61998,2.40929,0.09766,0.31455,3.46125,2.05655,2.18963,2.36629,2.55469,2.79195,0.7354,0.02877,0.00052,0.02272,0.09278,0.00931,0.01159,0.02206,0.03987,0.06923,0.05992,0.01289,0.00045,0.02144,0.07378,0,0,0,0.02225,0.05055,0.05055
60,3.7541,62.29925,0.7129,0.84458,64.37614,61.35281,61.67109,62.29293,62.92896,63.42271,2.0699,14.53466,0.45871,0.67887,16.53,13.6405,14.076,14.4765,14.977,15.375,1.7345,1.93222,0.02404,0.15504,2.17732,1.81368,1.86711,1.94132,2.01083,2.0745,0.26082,2.73467,0.00785,0.0888,2.93252,2.62655,2.66955,2.73337,2.80241,2.85346,0.22691,0.0186,0.00074,0.02731,0.09739,0.00339,0.0038,0.00435,0.01772,0.07453,0.07114,0.1809,0.00235,0.04864,0.40876,0.11819,0.14812,0.18005,0.20794,0.23861,0.12042
61,4.69672,60.99704,20.39384,4.51686,72.85497,54.98507,57.41722,60.77205,64.09474,67.3805,12.39543,10.69509,19.65318,4.46226,26.57,6.686,7.559,9.23,12.598,18.135,11.449,2.61602,0.57238,0.7566,4.94349,1.70258,2.07449,2.58516,3.06947,3.62478,1.9222,1.94206,0.05183,0.22916,2.61396,1.72007,1.76997,1.88144,2.07997,2.3007,0.58062,0.30675,0.02766,0.16647,0.57198,0.06052,0.15497,0.35345,0.40791,0.5356,0.47508,0.00176,0.00003,0.00572,0.0295,0,0,0,0,0.00381,0.00381
62,3.43852,50.15022,140.27015,11.84594,77.74513,38.33691,39.94797,44.9161,60.11117,68.43179,30.09488,7.04601,58.27933,7.68415,41.62,2.4185,2.787,3.532,9.101,13.539,11.1205,1.42363,1.88067,1.37144,5.85323,0.25753,0.44591,0.9797,1.95578,3.6038,3.34628,2.59511,0.20525,0.45601,4.14981,2.21081,2.33954,2.48757,2.70144,3.09471,0.8839,0.09235,0.01268,0.1127,0.53954,0.0161,0.03201,0.05083,0.10449,0.21599,0.1999,0.00859,0.00058,0.02422,0.13953,0,0,0,0,0.03129,0.03129
63,6.59836,57.56332,16.38384,4.04851,68.06966,52.07839,54.91052,56.68385,60.41969,63.46041,11.38202,9.88597,4.78861,2.20264,18.3,7.619,8.582,9.343,10.709,12.585,4.966,1.64554,0.14797,0.38469,2.9872,1.38338,1.44267,1.51354,1.69865,2.28417,0.90079,3.21393,0.15316,0.39392,4.30732,2.74801,2.98455,3.15162,3.40165,3.6926,0.94459,0.07034,0.00154,0.0393,0.15143,0.033,0.04718,0.06009,0.0906,0.13216,0.09916,0.0353,0.00114,0.03405,0.12021,0,0,0.03058,0.06457,0.07663,0.07663
64,4.38934,63.77759,3.11241,1.76455,67.73399,61.15398,62.27331,63.69353,65.24093,65.93081,4.77683,15.5273,2.32794,1.53576,18.39,13.259,14.218,15.796,16.7,17.375,4.116,2.16513,0.06759,0.26,2.84446,1.86397,2.02615,2.21098,2.32166,2.40965,0.54567,2.32835,0.00423,0.06544,2.52433,2.25991,2.28196,2.31329,2.37221,2.42357,0.16366,0.01842,0.00061,0.02465,0.08994,0.00399,0.00481,0.007,0.01576,0.06993,0.06594,0.01571,0.00064,0.02543,0.10414,0,0,0,0.02777,0.05859,0.05859
65,3.4918,64.91698,0.8011,0.89522,67.23682,63.64481,64.46407,65.03593,65.45245,65.97856,2.33375,14.38578,0.91177,0.96113,17.93,13.4035,13.822,14.287,14.683,15.544,2.1405,1.67776,0.03254,0.18038,2.1391,1.52988,1.57827,1.65994,1.7716,1.88148,0.35159,2.52405,0.01371,0.11785,3.02607,2.41483,2.45719,2.49955,2.56521,2.64214,0.22731,0.01784,0.0004,0.0199,0.06687,0.00159,0.003,0.00886,0.02235,0.05807,0.05648,0.24353,0.00352,0.05971,0.33574,0.16606,0.23659,0.25403,0.27882,0.31152,0.14546
66,4.15574,64.83905,1.41649,1.19063,68.40165,63.49938,64.11105,64.89083,65.44538,66.34359,2.84421,17.00763,2.10425,1.45999,21.18,15.143,16.22,17.165,17.9,18.605,3.462,2.58839,0.18053,0.42491,4.01637,2.15271,2.30221,2.53673,2.85129,3.07995,0.92724,2.67027,0.06466,0.25593,3.22529,2.31087,2.4708,2.68594,2.82943,3.03272,0.72184,0.03231,0.00062,0.02496,0.09313,0.01077,0.0133,0.01983,0.05558,0.07206,0.06129,0.01298,0.00026,0.01633,0.06605,0,0,0,0.02597,0.032,0.032
67,5.2541,63.86628,6.04191,2.45852,72.16817,61.33092,61.9535,63.31702,64.84362,67.63304,6.30212,15.05073,5.82934,2.43023,25.7,12.565,13.339,14.607,15.693,18.46,5.895,1.92653,0.03261,0.18058,2.2199,1.79079,1.86884,1.94191,2.01734,2.07788,0.2871,2.267,0.04627,0.21651,3.06818,2.0184,2.10645,2.24199,2.39334,2.52914,0.51074,0.03499,0.00043,0.02072,0.09398,0.0161,0.02174,0.03046,0.04573,0.06997,0.05387,0.01933,0.00055,0.02363,0.14808,0,0,0.01314,0.03479,0.04367,0.04367
68,4.72541,63.822,8.63743,2.93954,69.46758,60.87348,61.24512,62.48186,67.13166,68.21318,7.33969,14.80906,7.02665,2.66817,20.95,12.16,12.698,13.22,17.74,18.48,6.32,2.02193,0.06013,0.24523,2.81307,1.82973,1.88593,1.95596,2.19123,2.30554,0.47581,2.08739,0.00792,0.08956,2.40013,1.99101,2.02596,2.07625,2.14368,2.18666,0.19566,0.01915,0.00078,0.02799,0.10264,0.00351,0.00426,0.00472,0.01839,0.07509,0.07158,0.0118,0.00048,0.02198,0.08109,0,0,0,0.01437,0.05283,0.05283
69,4.36885,64.51917,4.72514,2.17459,69.15117,62.48366,62.80837,64.66994,66.38197,67.17571,4.69205,15.96601,6.25781,2.51775,23.36,12.9775,14.5035,15.475,17.955,19.175,6.1975,1.99003,0.06006,0.24509,2.55031,1.69149,1.84646,1.98104,2.1168,2.33178,0.64029,2.35749,0.03453,0.18703,3.0027,2.11497,2.25854,2.36827,2.47174,2.55187,0.4369,0.0345,0.00101,0.03187,0.12496,0.00338,0.00682,0.03138,0.0439,0.09357,0.09019,0.05151,0.00079,0.02831,0.11974,0,0.03315,0.0538,0.07052,0.08057,0.08057
70,4.18033,60.64147,23.57937,4.85683,69.01442,54.48257,55.43336,61.04477,64.99817,67.10927,12.6267,12.19444,13.45064,3.6794,19.78,7.884,8.388,12.226,15.5775,16.905,9.021,1.68208,0.04358,0.20878,2.1236,1.48439,1.5363,1.64476,1.85064,1.95822,0.47383,2.21593,0.08133,0.2861,3.21732,1.90772,2.01622,2.14554,2.36781,2.60751,0.69979,0.02565,0.00059,0.02429,0.08054,0.00612,0.00754,0.01519,0.03621,0.0718,0.06567,0.09103,0.00312,0.05604,0.24081,0.02874,0.05387,0.08428,0.12299,0.16652,0.13777
71,4.44672,62.46211,5.05515,2.24882,67.92838,60.13494,60.6097,61.46383,64.31889,66.03899,5.90405,15.12658,5.73697,2.4109,21.99,12.484,13.19,14.239,17.12,18.455,5.971,2.23735,0.19089,0.43694,3.58859,1.86114,1.96888,2.08777,2.39079,2.89641,1.03527,2.61727,0.03123,0.17789,3.25534,2.42581,2.4956,2.57698,2.71559,2.87639,0.45058,0.02945,0.00079,0.02819,0.09914,0.00662,0.00787,0.0174,0.04572,0.07738,0.07076,0.01147,0.00039,0.01987,0.07314,0,0,0,0.02423,0.04444,0.04444
72,5.13525,63.29131,1.76585,1.32937,66.50471,61.88011,62.13277,62.92192,64.38285,65.33982,3.4597,16.94413,2.13164,1.46946,20.89,15.383,15.723,16.55,17.87,19.06,3.677,2.04898,0.0337,0.18358,2.35754,1.93281,1.97866,2.04237,2.13774,2.24248,0.30967,3.31781,0.01181,0.10937,3.58267,3.19186,3.23715,3.31021,3.39383,3.48306,0.2912,0.01684,0.00047,0.02179,0.07659,0.00308,0.00414,0.00612,0.01861,0.06183,0.05874,0.00779,0.00026,0.01617,0.07153,0,0,0,0,0.03318,0.03318
73,4.92213,64.3513,0.40277,0.63477,65.6073,63.47832,63.89374,64.46741,64.86369,65.06927,1.59095,16.71919,0.63006,0.79897,19.26,15.79,16.09,16.65,17.18,17.79,2,2.09315,0.03004,0.17334,2.37894,1.99766,2.05481,2.09901,2.16654,2.21717,0.21951,2.86498,0.01478,0.12236,3.26225,2.72817,2.7918,2.83174,2.91984,3.01706,0.28889,0.01974,0.00073,0.02706,0.10089,0.0036,0.00492,0.0065,0.01777,0.07359,0.07,0.01848,0.00043,0.02097,0.06912,0,0,0,0.03588,0.04598,0.04598
74,3.77459,63.86629,2.9137,1.7073,69.68827,62.06885,62.90081,63.68546,64.69112,65.55215,3.48331,15.82401,3.39653,1.85505,22.59,13.913,14.599,15.563,16.41,17.705,3.792,2.02657,0.04385,0.20943,2.38069,1.81246,1.93022,2.04835,2.14774,2.25083,0.43837,2.40538,0.04858,0.22185,2.86211,2.11359,2.2397,2.41569,2.5479,2.69529,0.5817,0.02507,0.0005,0.02233,0.09075,0.00886,0.01411,0.01599,0.02521,0.06736,0.0585,0.06342,0.002,0.045,0.17774,0,0.02874,0.05746,0.09418,0.11918,0.11918
75,7.20082,63.30193,2.72487,1.6512,66.06911,61.41896,61.9616,63.46792,64.76593,65.38047,3.96151,15.1456,3.34165,1.8323,18.9,12.979,13.8465,14.999,16.615,17.475,4.496,2.19256,0.03514,0.18745,2.45829,2.0546,2.12686,2.19762,2.29607,2.37597,0.32137,2.53111,0.02645,0.16301,2.88433,2.30728,2.41269,2.5223,2.65105,2.76551,0.45822,0.01825,0.00077,0.02785,0.0989,0.00249,0.003,0.00422,0.01656,0.07564,0.07315,0.02681,0.00089,0.02993,0.12585,0,0,0.01634,0.0501,0.06159,0.06159
76,7.19672,60.73736,9.12918,3.02226,65.53381,56.34965,57.96678,60.81985,63.49927,64.80824,8.45859,12.1482,6.43636,2.54246,17.09,8.6965,9.991,11.969,14.051,15.791,7.0945,1.88144,0.05441,0.23327,2.29343,1.5946,1.74003,1.92421,2.04492,2.14167,0.54707,2.12595,0.01686,0.13011,2.46506,1.96938,2.02856,2.10986,2.18601,2.32762,0.35825,0.017,0.00063,0.02502,0.08965,0.00292,0.00361,0.00401,0.01529,0.06851,0.0656,0.0269,0.00094,0.03067,0.14963,0,0,0.0166,0.04722,0.0692,0.0692
77,5.15574,64.18163,3.43353,1.8537,72.99595,61.91958,63.15204,64.05224,64.93289,66.1707,4.25112,15.04382,2.83522,1.69471,19.08,12.746,13.689,15.062,16.116,17.165,4.419,2.19554,0.099,0.31465,3.56851,1.87551,2.00125,2.21133,2.32172,2.47345,0.59794,2.24499,0.01795,0.13485,2.62076,2.09328,2.14739,2.2248,2.34137,2.40483,0.31155,0.02332,0.00048,0.0219,0.08762,0.0074,0.00977,0.01564,0.02153,0.06732,0.05992,0.00442,0.00021,0.0145,0.09484,0,0,0,0,0.0161,0.0161
78,4.44672,60.36956,34.7583,5.89792,70.6492,53.09814,54.92591,60.26981,65.77781,69.38424,16.2861,13.47881,27.80932,5.30759,24.28,7.5775,9.3405,12.1455,17.37,22.46,14.8825,1.93265,0.18986,0.43575,2.74177,1.46998,1.55903,1.86703,2.31706,2.5953,1.12532,2.43074,0.1196,0.34806,3.38246,2.096,2.16146,2.29368,2.60614,3.06136,0.96536,0.01809,0.00044,0.02111,0.07704,0.00436,0.00618,0.00777,0.02019,0.06139,0.05703,0.02821,0.00054,0.02333,0.09036,0,0,0.03064,0.04546,0.0567,0.0567
79,3.62705,63.60349,0.29652,0.54465,65.72655,62.96105,63.2411,63.52017,63.91679,64.28665,1.32561,14.84529,0.68851,0.83521,17.02,13.801,14.129,14.935,15.387,15.884,2.083,2.06608,0.03232,0.17977,2.43471,1.9558,2.00219,2.07517,2.14818,2.20155,0.24576,2.17046,0.01119,0.10647,2.40041,2.01828,2.07886,2.17381,2.25131,2.31157,0.2933,0.02524,0.00069,0.02635,0.10288,0.00662,0.01001,0.015,0.02036,0.07839,0.07177,0.06866,0.00095,0.03105,0.13907,0.02453,0.05248,0.07045,0.08739,0.10768,0.08315
80,7.57377,62.72917,18.50185,4.30253,73.09112,57.52362,59.32059,62.03001,65.98382,69.34705,11.82343,14.62678,20.78616,4.569,30.22,9.6355,11.172,13.534,16.78,22.05,12.4145,2.74957,0.56231,0.7499,4.96467,2.00595,2.16417,2.46156,3.32002,3.8329,1.82694,2.72663,0.1096,0.33177,3.99592,2.2918,2.46919,2.71893,2.91249,3.18042,0.88863,0.02308,0.00038,0.01962,0.07686,0.00859,0.01008,0.01594,0.02446,0.063,0.0544,0.02584,0.00073,0.02711,0.13064,0,0,0.02206,0.04169,0.0615,0.0615
81,4.37705,63.67776,9.3005,3.05028,68.90902,59.32541,60.83388,63.39218,66.66382,67.49533,8.16993,14.71222,5.18871,2.29281,20.05,11.699,13.097,14.333,16.53,17.83,6.131,2.10886,0.07908,0.28123,2.69161,1.82128,1.89146,2.14018,2.3011,2.40804,0.58676,2.35564,0.07958,0.28395,3.35719,2.11435,2.1808,2.27979,2.41891,2.76495,0.6506,0.02443,0.00072,0.02684,0.10151,0.00746,0.00919,0.01107,0.02718,0.0697,0.06224,0.03463,0.00076,0.02767,0.11166,0,0,0.03425,0.05437,0.07128,0.07128
82,4.21311,63.29483,4.8831,2.21022,68.93364,60.17035,61.4664,63.55796,64.93642,65.9798,5.80945,13.90514,4.31246,2.09026,22.84,11.54,12.446,13.839,14.877,16.185,4.645,2.02066,0.1498,0.38707,3.40958,1.71547,1.78059,1.89453,2.18428,2.55164,0.83616,2.11685,0.04919,0.22325,2.79965,1.86775,1.96519,2.07787,2.23006,2.3944,0.52665,0.02901,0.00054,0.02317,0.09485,0.00846,0.01481,0.02182,0.03174,0.07432,0.06586,0.07918,0.00333,0.05806,0.21595,0,0.03147,0.07278,0.12333,0.14858,0.14858
83,5.40164,63.90276,2.50417,1.58277,68.66532,62.12462,62.72562,63.50389,65.10709,66.28347,4.15885,16.14553,1.41538,1.1975,19.56,14.7275,15.208,16.03,17.05,17.705,2.9775,2.11045,0.03332,0.18255,2.39331,1.97623,2.05342,2.12664,2.19556,2.24955,0.27332,2.56731,0.01772,0.134,3.01884,2.42197,2.45898,2.55911,2.61946,2.73485,0.31288,0.02241,0.0007,0.02649,0.10218,0.00651,0.00794,0.00967,0.02265,0.0758,0.06929,0.02446,0.0007,0.02661,0.11094,0,0,0.02622,0.04394,0.05603,0.05603
0,6.5,50.63417,8.70019,2.94974,57.096,45.83626,49.14633,51.37197,52.64165,53.9281,8.09185,5.46791,1.52195,1.23411,10.191,3.86,4.657,5.367,6.156,7.0895,3.2295,1.17636,0.04358,0.20876,1.9249,0.93313,1.03009,1.15665,1.31161,1.45459,0.52146,1.83609,0.16546,0.40692,3.20492,1.35103,1.51965,1.77903,2.09207,2.43052,1.07949,0.02087,0.00009,0.00934,0.054,0.01038,0.01433,0.01957,0.02725,0.0324,0.02202,0.06222,0.00248,0.04981,0.35822,0.00713,0.01933,0.05526,0.0924,0.13154,0.12441
1,6.5,50.94365,11.50344,3.39182,64.06982,46.77978,48.11526,50.77719,53.33884,55.32514,8.54536,6.12888,1.85652,1.36303,18.34,4.682,5.168,5.917,6.814,7.7655,3.0835,1.37169,0.043,0.20737,3.10042,1.17736,1.24337,1.33581,1.46341,1.60054,0.42318,2.16783,0.08018,0.28326,3.5294,1.8092,1.96815,2.14921,2.33776,2.52766,0.71846,0.02452,0.00013,0.01155,0.05685,0.01036,0.01639,0.02293,0.03076,0.0406,0.03023,0.05123,0.00184,0.04295,0.2244,0,0.01637,0.04387,0.07651,0.1113,0.1113
2,6.5,50.85084,10.5224,3.24397,68.29389,46.8656,48.29419,50.73949,52.97739,54.72705,7.86146,5.99729,1.39823,1.18289,18.26,4.6675,5.152,5.897,6.654,7.2815,2.614,1.24952,0.02826,0.1681,1.93383,1.10705,1.15097,1.21622,1.2986,1.48174,0.37468,2.09702,0.09199,0.30341,4.65296,1.67005,1.88189,2.12269,2.28991,2.45377,0.78372,0.0207,0.00015,0.01245,0.06809,0.0097,0.01279,0.01804,0.02376,0.0357,0.026,0.05709,0.00211,0.04601,0.3445,0,0.02357,0.05071,0.08452,0.11957,0.11957
3,6.5,50.9957,12.31293,3.50913,62.90363,46.38656,48.40579,50.84391,53.24811,55.53384,9.14728,5.77681,1.72239,1.31286,11.707,4.2555,4.813,5.579,6.527,7.457,3.2015,1.23112,0.02118,0.14555,1.96006,1.07856,1.14345,1.20915,1.30794,1.40667,0.32812,2.39555,0.1349,0.36741,3.85209,2.00405,2.1233,2.31719,2.60117,2.92744,0.92339,0.03031,0.0002,0.01412,0.06642,0.01463,0.01962,0.02672,0.04203,0.05139,0.03676,0.05847,0.00345,0.05872,0.42289,0,0.01595,0.04667,0.08187,0.12635,0.12635
4,6.5,51.29564,23.79981,4.87872,74.65911,46.52824,47.69995,49.73601,53.90778,59.06641,12.53817,5.76751,3.5361,1.88112,22.53,3.9275,4.404,5.261,6.911,8.257,4.3295,1.23565,0.07923,0.28148,3.27682,0.98503,1.0805,1.18796,1.35935,1.49362,0.50859,1.64968,0.19414,0.44077,4.61042,1.20758,1.35073,1.52051,1.87269,2.2967,1.08912,0.03234,0.00031,0.0177,0.10155,0.01214,0.01986,0.03039,0.04094,0.05322,0.04109,0.06226,0.00314,0.05607,0.35077,0,0.01586,0.05141,0.09691,0.14249,0.14249
5,6.5,54.47055,58.87804,7.67354,72.668,45.17735,47.6726,52.45025,61.71456,64.89858,19.72123,6.98979,9.67018,3.1108,19.8,3.728,4.329,5.957,9.219,11.514,7.786,1.20433,0.05337,0.23101,1.93169,0.93609,1.02215,1.1831,1.36654,1.50834,0.57225,1.47353,0.1244,0.35282,3.1243,1.04822,1.21174,1.4457,1.65558,1.93682,0.88861,0.02056,0.00012,0.01091,0.05317,0.00947,0.0122,0.01795,0.02682,0.03737,0.02789,0.08339,0.00456,0.06756,0.36695,0,0.02866,0.07292,0.12811,0.17685,0.17685
0,2.5,50.59845,7.66467,2.76925,56.17242,46.71157,48.73715,51.13378,52.63855,53.78394,7.07237,6.38703,2.61359,1.62011,10.939,4.308,4.947,6.396,7.5535,8.413,4.105,3.73166,1.21941,1.1043,5.92734,2.13385,2.92492,3.94754,4.60483,5.00038,2.86653,2.31614,0.06684,0.25909,3.46466,2.06638,2.16796,2.26338,2.37764,2.57109,0.50471,0.01568,0.00003,0.00514,0.02605,0.00959,0.0108,0.01546,0.0203,0.02175,0.01216,0.02732,0.00088,0.0298,0.13762,0,0,0.02172,0.04784,0.06766,0.06766
